old_id,old_title,old_web,old_image,old_source,old_city,coverage,match_status,match_score,new_id,new_title,new_web
266,Absolute Soul Secrets,http://www.absolutesoulsecrets.com.au/,/images/clip_image006_0000.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:106,Sydney,covered,matched_domain,1,15,Absolute Soul Secrets,absolutesoulsecrets.com.au
267,Jazz in theTops,http://www.jazzinthetops.com.au,/images/category-hero-jazz-in-australia.svg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:277,Sydney,covered,matched_domain,1,197,Jazz in theTops,jazzinthetops.com.au
268,H.D. Chauffeur Ride,http://www.hdride.com.au,/images/hdchauffeur_140x53.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4sdbase.txt#jos_content:87,Melbourne,covered,matched_domain,1,175,H.D. Chauffeur Ride,hdride.com.au
269,Forest Yoga,http://www.forestyogapilates.com,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:97,Sydney,covered,matched_domain,1,590,Forest Yoga -,forestyogapilates.com
270,Divorce Success and You,http://divorcesuccessandyou.com/services/,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:490,,covered,matched_title,1,580,"Divorce, Success and You",
271,Move Your Body,http://www.moveyourbody.com.au/,/images/cerocgc_124x83.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:141,Gold Coast,covered,matched_domain,1,298,Move Your Body,moveyourbody.com.au
272,Christine Bennett,http://www.caring4couples.com.au/,/images/caring4couples_ani_120x81.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:93,Sydney,covered,matched_domain,1,90,Christine Bennett,caring4couples.com.au
273,Table Talking Dining,,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:439,,drop:no_contact_or_image,unmatched,0.514,,,
274,Yes to Health and Wealth,http://www.yestohealthandwealth.com/,/images/prmg_logo.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:99,Melbourne,covered,matched_domain,1,519,Yes to Health and Wealth,yestohealthandwealth.com
275,Thredbo Blues festival,http://www.thredboblues.com,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:277,Sydney,covered,matched_domain,1,495,Thredbo Blues festival,thredboblues.com
276,Murder Mysteries to die for,http://www.murdermysteryparties.com.au/,/images/murdermysteries_170x67.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:85,Brisbane,covered,matched_domain,1,301,Murder Mysteries to die for,murdermysteryparties.com.au
277,Knobel Executive Coaching,http://www.knobel-executive-coaching.com.au,/images/karennobel_120x80.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:93,Perth,covered,matched_domain,1,216,Knobel Executive Coaching,knobel-executive-coaching.com.au
279,HostelBookers,http://www.hostelbookers.com/hostels/spain/barcelona/,/images/hostels_120x80.png,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:88,Sydney,covered,matched_domain,1,182,HostelBookers,hostelbookers.com
280,Eastern Suburbs Counselling,http://www.easternsuburbscounselling.com.au/,/images/escounsel_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:101,Sydney,covered,matched_title,1,584,Eastern Suburbs Counselling,
283,Latin Fusion,http://www.latinfusion.com.au/,/images/latinfusion_90x105.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:470,Sydney,covered,matched_domain,1,225,Latin Fusion Sydney Parramatta Castle Hill Campbelltown Penrith,latinfusion.com.au
284,The Dinner Club,http://www.dinnerclub.net.au,/images/dinnerclub_150x95.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:81,Melbourne,covered,matched_domain,1,480,The Dinner Club,dinnerclub.net.au
285,Dove International,http://www.doveinternational.com.au,/images/doveint_87x90.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\archivefile\advertisers\dove_international.htm,Perth,possible_old_only,unmatched,0.682,,,
286,The Young Professionals Association Inc,http://www.youngprofessionals.org.au,/images/youngprofessionals_105x80.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\Customer page links\quotes\youngprofessionals.htm,Brisbane,drop:archive_or_admin_source,unmatched,0.528,,,
287,Vanish,http://www.vanish.net.au,/images/vanish_165x40.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:96,Melbourne,covered,matched_domain,1,674,Vanish,vanish.net.au
288,Yvonne Allen and Associates,http://www.yvonneallen.com.au,/images/yvonne_allen_button_120x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\mature_dating_events.htm,Melbourne,covered,matched_domain,1,525,Yvonne Allen & Associates & Uno Lifestyle,yvonneallen.com.au
289,Brazil Dance Academy,http://www.brazildanceacademy.com,/images/brazil_dance_120x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\dance_classes_adelaide.htm,Adelaide,covered,matched_domain,1,60,Brazil Dance Academy,brazildanceacademy.com
291,Fast Match,http://www.fastmatch.com.au,/images/fastmatch-ani_120x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\speed_dating2.htm,,covered,matched_domain,1,587,Fast Match,fastmatch.com.au
292,Sway Dance Studio,,/images/swaydance_120x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\customer_listings\dance schools\std_danceschool_listing.htm,Melbourne,covered,matched_title,1,443,Sway Dance Studio,swaydancestudio.com.au
293,Speed Dating,http://www.speeddating.net.au,/images/dinnerclub_speeddate1_120x8.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:49,Melbourne,covered,matched_domain,1,429,Speeddating.net.au,speeddating.net.au
294,Dr Zenaidy Castro,http://www.drzenaidycastro.com.au,/images/zenaidy_ani_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:103,Melbourne,covered,matched_domain,1,131,Dr Zenaidy Castro,drzenaidycastro.com.au
295,Cooper Consultancy,http://www.thecooperconsultancy.com,/images/cooperconsultancy_95x85.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\Customer page links\quotes\cooper_consultancy.htm,,drop:archive_or_admin_source,unmatched,0.566,,,
296,Business Web-site,http://www.yourname.com,,D:\Projects\Clients\Dad\Events4singles\legacy\site\advertise.htm,,possible_old_only,unmatched,0.529,,,
297,Fiesta Cruises,http://www.fiestacruises.com.au/Specialevents/NYEschedule.htm,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:90,Sydney,covered,matched_domain,1,146,Fiesta Cruises,fiestacruises.com.au/specialevents/nyeschedule.htm
298,Street Beat Productions,http://www.streetbeatproductions.com.au,/images/streetbeat_160x80.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\Customer page links\quotes\streetbeat.htm,,drop:archive_or_admin_source,unmatched,0.698,,,
299,Yoga Temple,http://www.theyogatemple.com,/images/yogatemple_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:97,Sydney,covered,matched_domain,1,521,Yoga Temple,theyogatemple.com
300,Firefly Dance Club,http://www.fireflydanceclub.com.au/Firefly/Singles.php,/images/firefly_125x80.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:470,Sydney,covered,matched_domain,1,150,Firefly Dance Club,fireflydanceclub.com.au/firefly/singles.php
301,Serendipity,http://www.serendipitybeautyretreat.com.au,/images/seredepity_142x80.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:96,Melbourne,covered,matched_domain,1,392,Serendipity,serendipitybeautyretreat.com.au
302,Kokoloco Latino Dancing,http://www.kokoloco.com.au,/images/kokoloco_120x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\dance_classes_canberra.htm,Canberra,covered,matched_domain,1,217,Kokoloco Latino Dancing,kokoloco.com.au
303,Brisbane Walks,http://www.BrisbaneWalks.com,/images/woolwichwalks_top_frame.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:92,Brisbane,covered,matched_domain,1,656,Sunshine Coast Walks,brisbanewalks.com
304,Perfect Match,,/images/perfectmatch_120x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\customer_listings\perfectmatch.htm,,covered,matched_title,1,339,Perfect Match,
306,Forever Young Club,http://www.forever-young-club.com.au,/images/foreveryoung_120x83_v2.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:142,Melbourne,covered,matched_domain,1,165,FYC Travel Club,forever-young-club.com.au
307,Blue / Roots,http://www.bennettslane.com,,D:\Projects\Clients\Dad\Events4singles\legacy\site\jazz_melbourne.htm,Melbourne,covered,matched_domain,1,564,Blue / Roots,bennettslane.com
308,Hornsby World Of Fitness,http://www.hwf.com.au,/images/hornsbyWorldFitness120x100.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:169,Sydney,covered,matched_domain,1,181,Hornsby World Of Fitness,hwf.com.au
309,hookmeup.com.au,http://www.hookmeup.com.au,/images/hookedup_120x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\events_sydney-.htm,Sydney,covered,matched_domain,1,544,hookmeup.com.au,hookmeup.com.au
310,Swami's Yoga & Health Retreat,http://www.swami.com.au/,/images/Singles_Health.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:97,Sydney,covered,matched_domain,1,658,Swami's Yoga & Health Retreat,swami.com.au
311,Latinissimo,http://www.latinissimo.com.au/,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:481,Melbourne,covered,matched_domain,1,231,Latinissimo,latinissimo.com.au
312,Jacquelene Close Moore,http://www.jacquelene.com.au/,/images/clip_image014.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:106,Melbourne,covered,matched_title,1,195,Jacquelene Close Moore,jacqueleneclosemoore.com
313,Windsor Polo Club,,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:134,Melbourne,drop:no_contact_or_image,unmatched,0.537,,,
315,Hot Oz Yoga,http://www.hotozyoga.com.au,/images/hotozyoga_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:97,Sydney,covered,matched_domain,1,184,Hot Oz Yoga,hotozyoga.com.au
316,"Fun, Food and Friendship",http://www.funfoodandfriendship.com,/images/funfoodfriendship_120x50.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\archivefile\advertisers\funfood_friendship.htm,Melbourne,covered,matched_title,1,592,Fun Food and Friendship,
317,Getalife.com.au,http://www.getalife.com.au,/images/Events4Singles120x80.gif,F:\Work\Websites\Frontpage Sites\events4singles\emag\newsletter_april09.html,,possible_old_only,unmatched,0.552,,,
318,Soul Mates Relationship Consultancy,http://www.soul-mates.com.au,/images/soul-mates-72x120x80.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:140,Hobart,covered,matched_domain,1,645,Soul Mates Relationship Consultancy,soul-mates.com.au
319,Live Life 2 the Max,http://www.livelife2themax.com.au/cluedin.html,/images/ll2max_120x80.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:102,Brisbane,covered,matched_domain,1,249,Live Life 2 the Max,livelife2themax.com.au
320,SIX IN THE CITY,http://www.sixinthecity.com.au,/images/sixinthecity_157x87.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\dinner_for_six_brisbane.htm,Brisbane,covered,matched_domain,1,413,SIX IN THE CITY,sixinthecity.com.au
321,Cairns Social Events,http://www.cairnssocialevents.com.au/,/images/cairns-social-events_120x80.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:146,Cairns,covered,matched_domain,1,567,Cairns Social Events,cairnssocialevents.com.au
322,House Parties,,/images/dinnerclub_150x95.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\houseparties.htm,,covered,matched_title,1,599,House Parties,
323,Young at Heart,http://www.young-at-heart.com.au,/images/youngatheart_120x82.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:503,Sydney,covered,matched_domain,1,524,Young at Heart Young at Heart 50+,young-at-heart.com.au
324,s Events calendar Wollongong,,/images/icon_wollongong.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\event_calendar_wollongong.htm,,drop:non_listing_title,unmatched,0.449,,,
325,Sherwood Yoga,http://www.sherwoodyoga.com.au,/images/nataliemorris_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:97,Brisbane,covered,matched_domain,1,394,Sherwood Yoga,sherwoodyoga.com.au
326,Mirimar Cruises,http://www.mirimar.com,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:90,Brisbane,covered,matched_domain,1,293,Mirimar Cruises,mirimar.com
327,02-9953-2680,,/images/lw_minipage_image2.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\Customer page links\customer_pages\Lloyd Wells\lloydwells_pagelink.htm,,possible_old_only,unmatched,0.273,,,
328,Grads Social Club,http://www.gradssocialclub.com.au,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:437,Sydney,covered,matched_title,1,171,GRADS Social Club,grads.d2.net.au
329,A1 Mortgages,http://www.a1mortgages.com.au,/images/a1m_top_logo.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:98,,covered,matched_title,1,10,A1 Mortgages,esanda.com
330,First Class Travel,http://www.firstclass.com.au,/images/firstclasstravel_ani_120x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\customer_listings\firstclasstravel.htm,,covered,matched_domain,1,588,First Class Travel,firstclass.com.au
331,Raineforest Massage Therapy and Day Spa,http://www.rainesforestmassage.com,/images/raineforest_125x80.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:103,Sydney,covered,matched_domain,1,361,Rainesforest Massage Therapy and Day Spa,rainesforestmassage.com
333,Lifes an Adventure,,/images/lifesanadventure_120x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\events_sydney-.htm,Sydney,covered,matched_fuzzy_title,0.973,543,Life's an Adventure,lifesanadventure.com.au
335,Villa Caprese,http://www.villacaprese.com.au,/images/villacaprese_160x100.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\Customer page links\quotes\villacaprese.htm,,drop:archive_or_admin_source,unmatched,0.64,,,
336,We Introduce You,http://www.weintroduceyou.com.au,/images/asianevents_ani-120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:68,Sydney,covered,matched_domain,1,513,We Introduce You,weintroduceyou.com.au
337,Act Sing Dance,http://www.actsingdance.com.au/,/images/dt_kaylene_pomana_jones.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:470,Sydney,covered,matched_domain,1,16,Act Sing Dance,actsingdance.com.au
338,Cottesloe Counselling Centre,,/images/cottesloe_120x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\psychology.htm,,covered,matched_title,1,574,Cottesloe Counselling Centre,
339,Rolfing on the move withSu Tindall,http://www.rolfing-on-the-move.com.au,/images/rolfingbysutindall_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:103,Sydney,covered,matched_domain,1,370,Rolfing on the move with Su Tindall,rolfing-on-the-move.com.au
340,Hearts United,http://www.heartsunited.com.au,/images/heartsunited_ANI_120x80.gif,F:\Work\Websites\Frontpage Sites\events4singles\intro_agencies.htm,,possible_old_only,unmatched,0.583,,,
341,Riviera Singles,http://www.rivierasingles.com.au,/images/rivierasingles_170x75.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:105,Melbourne,covered,matched_domain,1,368,Riviera Singles,rivierasingles.com.au
342,The Living Single,http://www.thelivingsingle.com.au,/images/LivingNowDirectory.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\archivefile\advertisers\Listing archives.htm,,possible_old_only,unmatched,0.703,,,
344,Holistic Options,http://www.holisticoptions.com.au/yoga.htm,/images/yoga2-_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:97,Brisbane,covered,matched_domain,1,180,Holistic Options,holisticoptions.com.au/yoga.htm
345,Showy Salsa Dance Company,http://www.showysalsa.com,/images/showysalsa_120x80.gif,F:\Work\Admin\Dad\Events 4 Singles\Images\dance_classes_melbourne.htm,Melbourne,possible_old_only,unmatched,0.723,,,
346,Della Corys' Upscale Dating Agency & Matchmaking Service,http://www.dellacory.com/,/images/della_cory_millionaire_matchmaker_120x80.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:503,Melbourne,covered,matched_domain,1,123,Della Corys' Upscale Dating Agency & Matchmaking Service,dellacory.com
347,Hi First Name Welcome to our 1 st issue of the Events4singles Newsletter . It has been big month for us here at Events4singles. We have put together a,http://www.18to31.com.au,,D:\Projects\Clients\Dad\Events4singles\legacy\site\emag\newsletter-may06.htm,,review:long_title,unmatched,0.337,,,
348,Swing Patrol,http://www.swingpatrol.com.au,/images/swingpatrol_155x101.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\Customer page links\quotes\swingpatrol.htm,,drop:archive_or_admin_source,unmatched,0.696,,,
349,City Gym,http://www.citygym.com.au,/images/cityGym165x60.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:169,Sydney,covered,matched_domain,1,91,City Gym,citygym.com.au
350,The Meet Market,http://www.themeetmarket.com.au/,/images/meetmarket_120x103.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:446,Perth,covered,matched_domain,1,670,The Meet Market,themeetmarket.com.au
351,YOUNGS Promotions,http://www.youngs-promotions.com.au,/images/youngs_96x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\images\events_melbourne.htm,Melbourne,possible_old_only,unmatched,0.6,,,
352,Platform 9 Restaurant,,/images/platform_129x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\function_centres.htm,,covered,matched_title,1,347,Platform 9 Restaurant,ipswichinternational.com.au
353,Bailemos Dance Classes,http://www.bailemos.com.au/,/images/bailemos_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:470,Sydney,covered,matched_domain,1,43,"Bailemos Penrith & Liverpool, Sydney",bailemos.com.au
355,M. V. Perth Cruises,http://www.mvperth.com.au,/images/MVperthcruises_120x87.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:90,Perth,covered,matched_domain,1,264,M. V. Perth Cruises,mvperth.com.au
356,Leroc Dance Society,http://www.leroc.com.au,/images/lerocbris.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\dance_classes_brisbane.htm,Brisbane,covered,matched_domain,1,240,Leroc Dance Society,leroc.com.au
357,Eve Harbour Cruises,http://www.eveharbourcruises.com.au/page.php?content=nye.php,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:90,Sydney,covered,matched_domain,1,142,Eve Harbour Cruises,eveharbourcruises.com.au/page.php
358,"Sacred Self based Sydney, Australia wide, International",http://www.sacredself.com.au,,F:\Work\Websites\Frontpage Sites\events4singles\healing_and_happiness.htm,,possible_old_only,unmatched,0.556,,,
359,Dinner at Eight,,/images/meet_at_dinner_150x70.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\images\events_melbourne.htm,Melbourne,covered,matched_title,1,536,Dinner at Eight,dinnerateight.com.au
360,InviteU2 Pty Ltd,http://www.inviteu2.com.au/,/images/InviteU2_120x80.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:487,Brisbane,covered,matched_domain,1,193,InviteU2 Pty Ltd,inviteu2.com.au
361,Conxus,http://www.conxus.com.au,/images/conxus_120x80.jpg,F:\Work\Admin\Dad\Events 4 Singles\Images\dinner_parties_brisbane.htm,Brisbane,possible_old_only,unmatched,0.5,,,
362,Step in Time Ballroom Dancing,,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:470,Sydney,covered,matched_title,1,434,Step in Time Ballroom Dancing,
363,Shanti Yoga,http://www.shantiyoga.com.au,/images/shantiyoga_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:97,Brisbane,covered,matched_domain,1,393,Shanti Yoga - Southport,shantiyoga.com.au
364,Passionata Dance,http://www.passionatadance.com,/images/passionatalogo_sss.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\dance_classes_sydney.htm,Sydney,covered,matched_title,1,330,Passionata Dance,passionatadance.com | arthurmurraysydney.com.au
365,Make Me Over,http://www.makemeover.com.au,/images/makemeover_119x80.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:96,Melbourne,covered,matched_domain,1,267,Make Me Over,makemeover.com.au
366,Venus & Mars Speed Dating,,/images/vmsp_ani_120x80.gif,F:\Work\Websites\Frontpage Sites\events4singles\events_melbourne.htm,Melbourne,possible_old_only,unmatched,0.714,,,
367,Turf Bar,http://www.turfbar.com.au/,/images/tbff_153x87.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:139,Melbourne,covered,matched_domain,1,538,Turf Bar,turfbar.com.au
368,Entre Nous May Ball,http://www.singles.net.au,/images/may-ball-web-header-flat.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\archivefile\whats_on\whatson_may06.htm,,possible_old_only,unmatched,0.625,,,
369,Above All Healing,http://www.aboveallhealing.com,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:104,Brisbane,covered,matched_title,1,552,Above All Healing,
370,Perth Dating Services,http://www.perthdatingservices.com.au/,/images/pib-ani_121x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:68,Melbourne,covered,matched_title,1,622,Perth Dating Services,
371,Jennifer Berry,http://www.jenniferberry.com.au,/images/jenberry_90x95.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\Customer page links\quotes\Jenniferberry.htm,,drop:archive_or_admin_source,unmatched,0.621,,,
372,Sandra Nemet,http://www.nemet.com.au/,/images/clip_image002_0000.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:106,Hobart,covered,matched_domain,1,385,Sandra Nemet,nemet.com.au
373,Sotai Therapy,http://www.sotaitherapies.com.au,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:97,Sydney,covered,matched_domain,1,644,Sotai Therapy,sotaitherapies.com.au
374,Clint Paddison Comedian “Check out some live stand-up comedy near you with Australia’s finest comedian Clint Paddison “ www.clint.com.au,http://www.adamdean.com.au,/images/Clint-for-Ovations_100x122.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\comedians.htm,,review:long_title,unmatched,0.299,,,
375,Blink Speed Dating,,/images/blinkdating_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:142,Melbourne,covered,matched_title,1,563,Blink Speed Dating,
377,Wangaratta Festival of Jazz,,,D:\Projects\Clients\Dad\Events4singles\legacy\site\jazz in australia.htm,,covered,matched_title,1,675,Wangaratta Festival of Jazz,
378,Salsa Dance Academy,http://www.therapture.com.au/,/images/RaptureCard_2.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:481,Perth,covered,matched_domain,1,379,Salsa Dance Academy,therapture.com.au
379,Spirit of the West,http://www.spiritofthewest.com.au,/images/spiritofthewest_120x84.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\customer_listings\spiritofthewest.htm,,covered,matched_domain,1,653,Spirit of the West,spiritofthewest.com.au
380,Ceroc Australia,http://www.cerocaustralia.com.au,/images/img_dance2e.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\archivefile\pages\dance_classes_archsept06.htm,,covered,matched_domain,1,76,Ceroc Australia,cerocaustralia.com.au
381,If you are contacting us about being listed in this directory,,,D:\Projects\Clients\Dad\Events4singles\legacy\site\contact.htm,,drop:no_contact_or_image,unmatched,0.474,,,
382,It Takes 2,http://www.ittakes2.com.au,/images/ittakes2_90x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:93,Sydney,covered,matched_domain,1,194,It Takes 2,ittakes2.com.au
